2017-04-16 00:00:53,8,26
2017-04-16 00:02:24,8,26
2017-04-16 00:03:56,8,26
2017-04-16 00:05:27,8,26
2017-04-16 00:06:58,8,26
2017-04-16 00:08:30,8,26
2017-04-16 00:10:01,8,26
2017-04-16 00:11:32,8,26
2017-04-16 00:13:04,8,26
2017-04-16 00:14:35,8,26
2017-04-16 00:16:06,8,26
2017-04-16 00:17:38,8,26
2017-04-16 00:19:09,8,26
2017-04-16 00:20:40,8,26
2017-04-16 00:22:12,8,26
2017-04-16 00:23:43,8,26
2017-04-16 00:25:14,8,26
2017-04-16 00:26:46,8,26
2017-04-16 00:28:17,8,26
2017-04-16 00:29:48,8,26
2017-04-16 00:31:20,8,26
2017-04-16 00:32:51,8,26
2017-04-16 00:34:22,8,26
2017-04-16 00:35:54,8,26
2017-04-16 00:37:25,8,26
2017-04-16 00:38:56,8,26
2017-04-16 00:40:28,8,26
2017-04-16 00:41:59,8,26
2017-04-16 00:43:30,8,26
2017-04-16 00:45:02,8,26
2017-04-16 00:46:33,8,26
2017-04-16 00:48:05,8,26
2017-04-16 00:49:36,8,26
2017-04-16 00:51:07,8,26
2017-04-16 00:52:39,8,26
2017-04-16 00:54:10,8,26
2017-04-16 00:55:41,8,26
2017-04-16 00:57:13,8,26
2017-04-16 00:58:44,8,26
2017-04-16 01:00:15,8,26
2017-04-16 01:01:47,8,26
2017-04-16 01:03:18,8,26
2017-04-16 01:04:49,8,26
2017-04-16 01:06:21,8,26
2017-04-16 01:07:52,8,26
2017-04-16 01:09:23,8,26
2017-04-16 01:10:55,8,26
2017-04-16 01:12:26,8,26
2017-04-16 01:13:57,8,26
2017-04-16 01:15:29,8,26
2017-04-16 01:17:00,8,26
2017-04-16 01:18:31,8,26
2017-04-16 01:20:03,7,26
2017-04-16 01:21:34,8,26
2017-04-16 01:23:06,8,26
2017-04-16 01:24:37,7,26
2017-04-16 01:26:08,8,26
2017-04-16 01:27:40,7,26
2017-04-16 01:29:11,8,26
2017-04-16 01:30:42,7,26
2017-04-16 01:32:14,8,26
2017-04-16 01:33:45,7,26
2017-04-16 01:35:16,8,26
2017-04-16 01:36:48,8,26
2017-04-16 01:38:19,8,26
2017-04-16 01:39:50,8,26
2017-04-16 01:41:22,8,26
2017-04-16 01:42:53,8,26
2017-04-16 01:44:24,8,26
2017-04-16 01:45:56,8,26
2017-04-16 01:47:27,7,26
2017-04-16 01:48:58,8,26
2017-04-16 01:50:30,7,26
2017-04-16 01:52:01,7,26
2017-04-16 01:53:32,8,26
2017-04-16 01:55:04,7,26
2017-04-16 01:56:35,7,26
2017-04-16 01:58:06,7,26
2017-04-16 01:59:38,7,26
2017-04-16 02:01:09,7,26
2017-04-16 02:02:40,7,26
2017-04-16 02:04:12,7,26
2017-04-16 02:05:43,7,26
2017-04-16 02:07:14,7,26
2017-04-16 02:08:46,7,26
2017-04-16 02:10:17,7,26
2017-04-16 02:11:48,7,26
2017-04-16 02:13:20,7,26
2017-04-16 02:14:51,7,26
2017-04-16 02:16:22,7,26
2017-04-16 02:17:54,7,26
2017-04-16 02:19:25,7,26
2017-04-16 02:20:57,7,26
2017-04-16 02:22:28,7,26
2017-04-16 02:23:59,7,26
2017-04-16 02:25:31,7,26
2017-04-16 02:27:02,7,26
2017-04-16 02:28:33,7,26
2017-04-16 02:30:05,7,26
2017-04-16 02:31:36,7,26
2017-04-16 02:33:07,7,26
2017-04-16 02:34:39,7,26
2017-04-16 02:36:10,7,26
2017-04-16 02:37:41,7,26
2017-04-16 02:43:17,7,26
2017-04-16 02:44:17,7,26
2017-04-16 02:45:48,7,26
2017-04-16 02:47:20,7,26
2017-04-16 02:48:51,7,26
2017-04-16 02:54:18,7,26
2017-04-16 02:55:27,7,26
2017-04-16 02:56:59,7,26
2017-04-16 02:58:30,7,26
2017-04-16 03:00:01,7,26
2017-04-16 03:01:33,7,26
2017-04-16 03:03:04,7,26
2017-04-16 03:04:35,7,26
2017-04-16 03:06:07,7,26
2017-04-16 03:07:38,7,26
2017-04-16 03:09:09,7,26
2017-04-16 03:10:41,7,26
2017-04-16 03:12:12,7,26
2017-04-16 03:13:43,7,26
2017-04-16 03:15:15,7,26
2017-04-16 03:16:46,7,26
2017-04-16 03:18:17,7,26
2017-04-16 03:19:49,7,26
2017-04-16 03:21:20,7,26
2017-04-16 03:22:51,7,26
2017-04-16 03:24:23,7,26
2017-04-16 03:25:54,7,26
2017-04-16 03:27:25,7,26
2017-04-16 03:28:57,7,26
2017-04-16 03:30:29,7,26
2017-04-16 03:31:59,7,26
2017-04-16 03:33:31,7,26
2017-04-16 03:35:02,7,26
2017-04-16 03:36:33,7,26
2017-04-16 03:38:05,7,26
2017-04-16 03:39:36,7,26
2017-04-16 03:41:07,7,26
2017-04-16 03:42:39,7,26
2017-04-16 03:44:10,7,26
2017-04-16 03:45:41,7,26
2017-04-16 03:47:13,7,26
2017-04-16 03:48:44,7,26
2017-04-16 03:50:15,7,26
2017-04-16 03:51:47,7,26
2017-04-16 03:53:18,7,26
2017-04-16 03:54:49,7,26
2017-04-16 03:56:21,7,26
2017-04-16 03:57:52,7,26
2017-04-16 03:59:23,7,26
2017-04-16 04:00:55,7,26
2017-04-16 04:02:27,7,26
2017-04-16 04:03:59,7,26
2017-04-16 04:05:30,7,26
2017-04-16 04:07:01,7,26
2017-04-16 04:08:33,7,26
2017-04-16 04:10:04,7,26
2017-04-16 04:11:35,7,26
2017-04-16 04:13:07,7,26
2017-04-16 04:14:38,7,26
2017-04-16 04:16:09,6,27
2017-04-16 04:17:41,6,27
2017-04-16 04:19:12,7,26
2017-04-16 04:20:43,6,27
2017-04-16 04:22:15,6,27
2017-04-16 04:23:46,6,27
2017-04-16 04:25:17,6,27
2017-04-16 04:26:49,6,27
2017-04-16 04:28:20,6,27
2017-04-16 04:29:51,6,27
2017-04-16 04:31:23,6,27
2017-04-16 04:32:54,6,27
2017-04-16 04:34:25,6,27
2017-04-16 04:35:57,6,27
2017-04-16 04:37:28,6,27
2017-04-16 04:38:59,6,27
2017-04-16 04:40:31,6,27
2017-04-16 04:42:02,6,27
2017-04-16 04:43:33,6,27
2017-04-16 04:45:05,6,27
2017-04-16 04:46:36,6,27
2017-04-16 04:48:07,6,27
2017-04-16 04:49:39,6,27
2017-04-16 04:51:10,6,27
2017-04-16 04:52:41,6,27
2017-04-16 04:54:13,6,27
2017-04-16 04:55:44,6,27
2017-04-16 04:57:15,6,27
2017-04-16 04:58:47,6,27
2017-04-16 05:00:18,6,27
2017-04-16 05:01:50,6,27
2017-04-16 05:03:21,6,27
2017-04-16 05:04:52,6,27
2017-04-16 05:06:24,6,27
2017-04-16 05:07:55,6,27
2017-04-16 05:09:26,6,27
2017-04-16 05:10:58,6,27
2017-04-16 05:12:29,6,27
2017-04-16 05:14:00,6,27
2017-04-16 05:15:32,6,27
2017-04-16 05:17:03,6,27
2017-04-16 05:18:34,6,27
2017-04-16 05:20:06,6,27
2017-04-16 05:21:37,6,27
2017-04-16 05:23:08,6,27
2017-04-16 05:24:40,6,27
2017-04-16 05:26:11,6,27
2017-04-16 05:27:42,6,27
2017-04-16 05:29:14,6,27
2017-04-16 05:30:45,6,27
2017-04-16 05:32:16,6,27
2017-04-16 05:33:48,6,27
2017-04-16 05:35:19,6,27
2017-04-16 05:36:50,6,27
2017-04-16 05:38:22,5,27
2017-04-16 05:39:53,6,27
2017-04-16 05:41:24,6,27
2017-04-16 05:42:56,5,27
2017-04-16 05:44:28,6,27
2017-04-16 05:46:00,6,27
2017-04-16 05:47:31,5,27
2017-04-16 05:49:02,6,27
2017-04-16 05:50:34,6,27
2017-04-16 05:52:05,5,27
2017-04-16 05:53:36,5,27
2017-04-16 05:55:08,5,27
2017-04-16 05:56:39,5,27
2017-04-16 05:58:10,5,27
2017-04-16 05:59:42,5,27
2017-04-16 06:01:13,5,27
2017-04-16 06:02:44,5,27
2017-04-16 06:04:16,5,27
